fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,guess,
7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.734938365,0.07025767
7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.364122321,0.132585065
10.2,0.42,0.57,3.4,0.07,4,10,0.9971,3.04,0.63,9.6,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.860768951,0.740923188
7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.416320279,0.173322575
7.8,0.59,0.18,2.3,0.076,17,54,0.9975,3.43,0.59,10,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.461648272,0.213119127
7.3,0.39,0.31,2.4,0.074,9,46,0.9962,3.41,0.54,9.4,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.455535281,0.29644183
8.8,0.4,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.478520851,0.228982205
7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.056176927,0.003155847
7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.471148229,2.337387738
7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.230516481,0.053137848
7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.520416133,0.270832952
7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.520416133,0.270832952
7.5,0.52,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.441989885,0.195355058
6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.590661074,0.348880504
9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.18601721,1.406636823
8,0.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.967721877,0.001041877
7.7,0.63,0.08,1.9,0.076,15,27,0.9967,3.32,0.54,9.5,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.382203038,0.381673086
7.7,0.67,0.23,2.1,0.088,17,96,0.9962,3.32,0.48,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.029677572,0.000880758
7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.030877193,0.000953401
8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,4,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.134020856,1.286003302
9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.817175788,0.667776268
8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.711952597,0.506876501
8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.711952597,0.506876501
6.8,0.785,0,2.4,0.104,14,30,0.9966,3.52,0.55,10.7,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.401802668,0.357840048
6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.148942563,0.022183887
8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,4,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.600743591,2.562380044
6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.417666865,0.17444561
7.8,0.43,0.7,1.9,0.464,22,67,0.9974,3.13,1.28,9.4,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.378160906,0.143005671
7.4,0.5,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.19644541,0.038590799
7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.193491371,0.037438911
6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.941954117,0.003369325
6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.595949594,0.355155919
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.682770778,0.466175936
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.580142604,0.336565441
9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.012742404,1.025647178
7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.115590323,0.013361123
7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.260640811,0.067933632
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.682770778,0.466175936
8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.687880934,2.848942047
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.580142604,0.336565441
5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,4,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,4.951373967,0.905112426
4.7,0.6,0.17,2.3,0.058,17,106,0.9932,3.85,0.6,12.9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.932638489,0.004537573
6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.462777021,0.214162572
7,0.5,0.25,2,0.07,3,22,0.9963,3.25,0.63,9.2,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.482654331,0.232955203
7.6,0.9,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.17843813,0.031840166
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.333316773,0.444466525
8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.493727742,0.256311599
7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.759057276,0.058053396
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.333316773,0.444466525
