,school,,sex,,age,,address,,famsize,,Pstatus,,Medu,,Fedu,,Mteach,,Mhealth,,Mservices,,Mhome,,Fteach,,Fhealth,,Fservices,,Fhome,,closehome,,repu,,course,,guardF,,guardM,,traveltime,,studytime,,failures,,schoolsup,,famsup,,paid,,activities,,nursery,,higher,,internet,,romantic,,famrel,,freetime,,goout,,Dalc,,Walc,,health,,absences,,G1,,G2,,G3,
Mservices,-0.12205497590389798,LOW,-0.05587850293108583,LOW,-0.034880098317420845,LOW,-0.10113054365181327,LOW,0.022941805937449,LOW,0.03726404805934282,LOW,0.13027163018308952,LOW,0.10436826655356347,LOW,-0.18188174543106186,LOW,-0.14551044012169712,LOW,1.0,-,-0.2638736937132473,LOW,0.007543659662572508,LOW,-0.01678542766918336,LOW,0.17788403998255925,LOW,-0.02771835059840577,LOW,-0.020015205708706903,LOW,0.06424944314822723,LOW,-0.036027092971384886,LOW,-0.01838829333165501,LOW,0.06329355072187097,LOW,-0.07249702127999684,LOW,0.02936898878303852,LOW,0.011651634134941935,LOW,0.04636069251187424,LOW,0.07461253529768935,LOW,0.04504127863787644,LOW,0.06053072356920511,LOW,0.026857988659677305,LOW,0.04248637386733599,LOW,0.14911889757335534,LOW,-0.06344673393060761,LOW,0.03738386263890748,LOW,0.012552478399756718,LOW,0.044642557856123435,LOW,0.05606719007690685,LOW,0.049739897547886616,LOW,0.07093116891832868,LOW,0.07128331815017974,LOW,0.03964546517810692,LOW,0.02661275257226897,LOW,0.03844689256450883,LOW
Mhome,0.19912438573026048,LOW,0.13377860366707914,LOW,0.08898002312394876,LOW,0.1653073211939485,LOW,0.008830027655357257,LOW,-0.04204498009326466,LOW,-0.3766364183646039,LOW,-0.198239829644134,LOW,-0.1810354668880162,LOW,-0.1448333938190444,LOW,-0.2638736937132473,LOW,1.0,-,-0.09102569084844561,LOW,-0.05716874049228923,LOW,-0.013969434095458387,LOW,0.1429392626380414,LOW,-0.07215615574473913,LOW,-0.1258988660395613,LOW,0.12786984643870983,LOW,-0.02527343858113918,LOW,-0.0053537614463452145,LOW,0.1737717814182225,LOW,-0.03956861578613937,LOW,0.09635784472990647,LOW,-0.014190504883039414,LOW,-0.013944578106622007,LOW,-0.0017967067332875252,LOW,-0.04955345038835287,LOW,-0.003572185336331802,LOW,-0.15575799994744718,LOW,-0.23889865810996214,LOW,0.041596309166846736,LOW,-0.010492278412929264,LOW,-0.022906537441268568,LOW,-0.03865007594616224,LOW,-0.0033357103344337814,LOW,-0.008454581093868957,LOW,-0.07457264380095069,LOW,-0.009847747092674988,LOW,-0.1769654191441396,LOW,-0.1512084278058013,LOW,-0.13677835244986267,LOW
Fteach,-0.09235592731535465,LOW,-0.044415716654112335,LOW,-0.05415366488944268,LOW,-0.028221071012869716,LOW,-0.08333370826769115,LOW,0.011516227883378168,LOW,0.25813620283223315,LOW,0.34887448581912694,LOW,0.2573435581591214,LOW,-0.01704233560026952,LOW,0.007543659662572508,LOW,-0.09102569084844561,LOW,1.0,-,-0.04645128841994833,LOW,-0.15070837045461247,LOW,-0.06374576139165171,LOW,-0.004241982015116658,LOW,0.0011011029132866805,LOW,-0.010972477373023792,LOW,0.039855285062648405,LOW,-0.003511912179763358,LOW,-0.040208880251138834,LOW,-0.020334833607927722,LOW,-0.07935221926475694,LOW,0.07095124444001022,LOW,0.026579983127609803,LOW,-0.03295097297639671,LOW,0.034035634411612455,LOW,-0.015223254678362486,LOW,0.0617470251232443,LOW,0.005989701693640053,LOW,0.024321493415188418,LOW,-0.04584529286312758,LOW,0.0032688552249461995,LOW,-0.03813919027405293,LOW,-0.022459069546473157,LOW,-0.08442385083021936,LOW,0.017218401058894647,LOW,-0.017044122020832032,LOW,0.1463382226849569,LOW,0.14676686542133693,LOW,0.12591634044000416,LOW
Fhealth,-0.05264131813093856,LOW,0.007232500613356003,LOW,-0.10350372430697422,LOW,-0.07216707349371827,LOW,0.02183242225207309,LOW,0.00417956964514453,LOW,0.15557625824863164,LOW,0.22708086889707682,LOW,0.0649708663384768,LOW,0.23243121125245475,LOW,-0.01678542766918336,LOW,-0.05716874049228923,LOW,-0.04645128841994833,LOW,1.0,-,-0.11920462677098091,LOW,-0.05042048873597442,LOW,-0.04518897540151285,LOW,0.07906537011861815,LOW,-0.06885265127987998,LOW,0.07024648164866835,LOW,-0.03868179493554623,LOW,-0.0899811212636651,LOW,0.09647094361505651,LOW,-0.05768771744273122,LOW,0.07048133252398256,LOW,0.08376984916079107,LOW,-0.013399956088635456,LOW,-0.0027234930437454565,LOW,0.05311961268754845,LOW,0.039076279887314075,LOW,0.00692916044186109,LOW,-0.025398403077942066,LOW,0.013917144998598642,LOW,-0.024966279803052577,LOW,0.026581635300565714,LOW,-0.004988494789656633,LOW,-0.015908992006233393,LOW,0.09611691080758782,LOW,-0.025462544438843136,LOW,0.04502821128749962,LOW,0.04547829341258874,LOW,0.03914203608728799,LOW
Fservices,0.06469721466218636,LOW,-0.04761179117288915,LOW,-0.02456988629649192,LOW,-0.014507948346246278,LOW,0.0034101729253912484,LOW,-0.09731712126214076,LOW,-0.012575923370528853,LOW,0.026574525059262513,LOW,0.010063706498416279,LOW,0.021180032053118837,LOW,0.17788403998255925,LOW,-0.013969434095458387,LOW,-0.15070837045461247,LOW,-0.11920462677098091,LOW,1.0,-,-0.16358619864805676,LOW,-0.037210377791927304,LOW,-0.01559589033878138,LOW,-0.0033496105231974973,LOW,0.0998044209815802,LOW,-0.059257093205593483,LOW,-0.031739910811483314,LOW,0.014715973808390067,LOW,-0.006725058023539264,LOW,-0.05569558880041329,LOW,-0.007044244071084276,LOW,0.0017820937701793175,LOW,0.03540101558763925,LOW,-0.011242700683208382,LOW,0.025006943844410247,LOW,0.04970462956596248,LOW,-0.018911770312879925,LOW,0.04155547499014227,LOW,-0.05113240343816865,LOW,-0.027685871717623222,LOW,0.08953547381044609,LOW,0.10238084012269462,LOW,-0.07620927220641716,LOW,-0.035094802296817926,LOW,-0.024089501859526883,LOW,-0.042709038155836467,LOW,-0.05320406375099186,LOW
Fhome,0.1363845642518548,LOW,0.053665865100303065,LOW,0.05527543558400084,LOW,-0.023821798144718662,LOW,0.0216084288608906,LOW,0.015675490515289235,LOW,-0.09731257575607039,LOW,-0.10757534286708502,LOW,-0.05303561946485796,LOW,-0.05040709496642687,LOW,-0.02771835059840577,LOW,0.1429392626380414,LOW,-0.06374576139165171,LOW,-0.05042048873597442,LOW,-0.16358619864805676,LOW,1.0,-,-0.0244602041585325,LOW,-0.06428418448122461,LOW,0.0953582668150437,LOW,0.01621003622807316,LOW,-0.03345425575480562,LOW,-0.040853995929279525,LOW,-0.008219671395347605,LOW,0.038892013922758005,LOW,0.012257110124198993,LOW,0.05457158256348208,LOW,0.012547068461416561,LOW,0.03276682346074357,LOW,0.035942258755311575,LOW,-0.09213671609379072,LOW,-0.10713794135323731,LOW,0.01990733895902769,LOW,-0.07927474323513671,LOW,0.03237000993926955,LOW,-0.014743977905069497,LOW,-0.03454400351056757,LOW,-0.05747755842406329,LOW,-0.04559514285753948,LOW,0.04497769692891639,LOW,-0.09534638452351628,LOW,-0.07087017086363999,LOW,-0.03890372716684939,LOW
closehome,-0.13754818364119892,LOW,-0.05907936606358184,LOW,-0.014715862512119286,LOW,-0.16118257928533578,LOW,0.023438097877701,LOW,0.04049156267900369,LOW,0.03657956449468837,LOW,0.01770980838735455,LOW,0.017148103004037633,LOW,-0.028279172731946082,LOW,-0.020015205708706903,LOW,-0.07215615574473913,LOW,-0.004241982015116658,LOW,-0.04518897540151285,LOW,-0.037210377791927304,LOW,-0.0244602041585325,LOW,1.0,-,-0.29020232822006753,LOW,-0.48303641252412416,LOW,-0.01835330983822828,LOW,0.004316018968338304,LOW,-0.12594579408262993,LOW,-0.011796101389387604,LOW,-0.08071905803838064,LOW,0.05249516753014696,LOW,0.02727503986512629,LOW,0.062376264724633375,LOW,-0.08297442993638622,LOW,-0.024061564667071732,LOW,0.045656813734988755,LOW,0.06648123678882742,LOW,9.83128465518093E-4,LOW,-0.021747660182484342,LOW,-0.055329304087928764,LOW,-0.014189089228933669,LOW,0.06008506601634292,LOW,0.017744116549672083,LOW,-0.025086277607860516,LOW,0.09381184019212696,LOW,0.0514705459674183,LOW,0.04033687875734185,LOW,0.046537042268151176,LOW
repu,-0.1622817070680332,LOW,0.02728907444846022,LOW,-0.016565066063307172,LOW,0.012881751919119706,LOW,0.046385257409809366,LOW,0.038141815208136254,LOW,0.1325016852678441,LOW,0.08507619352903449,LOW,-0.022069268496864115,LOW,0.10545463280887497,LOW,0.06424944314822723,LOW,-0.1258988660395613,LOW,0.0011011029132866805,LOW,0.07906537011861815,LOW,-0.01559589033878138,LOW,-0.06428418448122461,LOW,-0.29020232822006753,LOW,1.0,-,-0.47039695144150945,LOW,0.03755634980870471,LOW,-0.018306043316785765,LOW,-0.07605760172625438,LOW,0.17902309657947943,LOW,-0.11118453038849224,LOW,0.02448239197099971,LOW,0.048129788264892406,LOW,-0.08749155328506004,LOW,0.14573998879198824,LOW,0.04861428884047504,LOW,0.09893642821718959,LOW,0.107965457442839,LOW,-0.06675432815125712,LOW,0.03470531887034095,LOW,-0.009838806884811663,LOW,-0.004558663575666216,LOW,-0.09184238702517944,LOW,-0.026364547243179985,LOW,-0.11235900525471179,LOW,0.017392440594567047,LOW,0.1774409080320417,LOW,0.18575605432463574,LOW,0.17094395514556648,LOW
course,0.1222262306191123,LOW,0.049307043672298045,LOW,0.030345494327717885,LOW,0.07083437964156118,LOW,-0.029347843542707128,LOW,-0.039014187376598675,LOW,-0.11960199886235794,LOW,-0.06889340680657619,LOW,0.023549528320650416,LOW,-0.08397693397143882,LOW,-0.036027092971384886,LOW,0.12786984643870983,LOW,-0.010972477373023792,LOW,-0.06885265127987998,LOW,-0.0033496105231974973,LOW,0.0953582668150437,LOW,-0.48303641252412416,LOW,-0.47039695144150945,LOW,1.0,-,-0.030633017351771777,LOW,0.0013062621045439543,LOW,0.13263619003839386,LOW,-0.083301387494186,LOW,0.16113178511055617,LOW,-0.06955639270157755,LOW,-0.004950841444354882,LOW,-0.0016506063423910784,LOW,0.004173350466877768,LOW,-0.021773160903199213,LOW,-0.08762523785131059,LOW,-0.11529208066160777,LOW,0.03248233968331269,LOW,-0.020283156510577268,LOW,0.07573839094096704,LOW,0.014015446997985475,LOW,-0.05092837925148852,LOW,-0.03126296361015297,LOW,0.10995583200098832,LOW,-0.051521116203567786,LOW,-0.13438838596832303,LOW,-0.1284824048628426,LOW,-0.09830498873741601,LOW
guardF,0.06645160490663335,LOW,-0.03905472030227036,LOW,-0.13678620470926,LOW,-0.0034913469817109484,LOW,-0.010048901386169302,LOW,-0.14200077022053814,LOW,-0.040792437542567436,LOW,0.08615790813782136,LOW,-0.10372433469120622,LOW,0.06497243978039009,LOW,-0.01838829333165501,LOW,-0.02527343858113918,LOW,0.039855285062648405,LOW,0.07024648164866835,LOW,0.0998044209815802,LOW,0.01621003622807316,LOW,-0.01835330983822828,LOW,0.03755634980870471,LOW,-0.030633017351771777,LOW,1.0,-,-0.8505693138317366,HIGH,0.019454774766844127,LOW,0.01580407501800137,LOW,-0.07316485505339479,LOW,0.03519270413834235,LOW,0.008740166506535809,LOW,-0.0640625683645664,LOW,-0.030944257879329928,LOW,-0.0257663003446068,LOW,0.02669239708421402,LOW,0.013727424307629,LOW,-0.05526836353048841,LOW,0.025120621473177233,LOW,-0.04348825706582049,LOW,-0.05651104970830193,LOW,0.03592803768595405,LOW,0.00875132431679506,LOW,-0.015172025795779948,LOW,-0.09464224672546355,LOW,0.07799823979425664,LOW,0.05831931946964514,LOW,0.05103024311071202,LOW
guardM,-0.052590351185037396,LOW,0.03070751000693995,LOW,-0.048726068263130765,LOW,-0.015464239281676504,LOW,0.017646402383904226,LOW,0.07078616426033166,LOW,0.09156189535494615,LOW,-0.0444497252678142,LOW,0.12348799597364557,LOW,-0.03410487423321193,LOW,0.06329355072187097,LOW,-0.0053537614463452145,LOW,-0.003511912179763358,LOW,-0.03868179493554623,LOW,-0.059257093205593483,LOW,-0.03345425575480562,LOW,0.004316018968338304,LOW,-0.018306043316785765,LOW,0.0013062621045439543,LOW,-0.8505693138317366,HIGH,1.0,-,-0.06613049205350185,LOW,-0.018076307640273563,LOW,-0.056527066912009254,LOW,-0.018389958086270364,LOW,-0.034758833246432266,LOW,0.03764309425091137,LOW,0.041486587786533226,LOW,0.07391443091578444,LOW,0.08052441693324383,LOW,-0.024990104105526875,LOW,-0.017848866691016166,LOW,0.012506859225211652,LOW,0.02234895219950142,LOW,0.04260248787724994,LOW,-0.09306421028939815,LOW,-0.006809103973771735,LOW,0.009373691761801908,LOW,0.005036125389934795,LOW,-0.005618858520426481,LOW,0.0018508168355197386,LOW,-0.004414785060917154,LOW
traveltime,0.2529357544143124,LOW,-0.0408800937011377,LOW,0.03449001957112697,LOW,0.3449015173963899,LOW,0.012794242478473427,LOW,-0.04063340975545432,LOW,-0.2650790028065503,LOW,-0.2082879784897692,LOW,-0.09796125250304231,LOW,-0.10460611374285587,LOW,-0.07249702127999684,LOW,0.1737717814182225,LOW,-0.040208880251138834,LOW,-0.0899811212636651,LOW,-0.031739910811483314,LOW,-0.040853995929279525,LOW,-0.12594579408262993,LOW,-0.07605760172625438,LOW,0.13263619003839386,LOW,0.019454774766844127,LOW,-0.06613049205350185,LOW,1.0,-,-0.06315390424614854,LOW,0.0977297501284623,LOW,-0.044807285186301074,LOW,-0.039289124900899676,LOW,-0.04484240940788031,LOW,-0.03337584846215207,LOW,-0.011509274633014398,LOW,-0.07195847766969952,LOW,-0.19082647035046804,LOW,0.004750636349071058,LOW,-0.009521184519662754,LOW,9.36734127232919E-4,LOW,0.05745419566943118,LOW,0.09282428355692048,LOW,0.05700717799788935,LOW,-0.04826120642527584,LOW,-0.008149087354861652,LOW,-0.15411962111280375,LOW,-0.1544888705886291,LOW,-0.12717296675842135,LOW
studytime,-0.1378572009887662,LOW,0.2062137742766878,LOW,-0.008415114730317943,LOW,-0.06202279063668788,LOW,-0.010944766778164396,LOW,0.008747850080238291,LOW,0.0970058329048742,LOW,0.05039964766444153,LOW,0.03546929315450352,LOW,-0.018978416956543613,LOW,0.02936898878303852,LOW,-0.03956861578613937,LOW,-0.020334833607927722,LOW,0.09647094361505651,LOW,0.014715973808390067,LOW,-0.008219671395347605,LOW,-0.011796101389387604,LOW,0.17902309657947943,LOW,-0.083301387494186,LOW,0.01580407501800137,LOW,-0.018076307640273563,LOW,-0.06315390424614854,LOW,1.0,-,-0.14744054515158386,LOW,0.08931606774683769,LOW,0.1435093425968837,LOW,-0.0023140500773996975,LOW,0.07008025366857197,LOW,0.0426298006736658,LOW,0.18825573167968215,LOW,0.03752854110375336,LOW,0.033035959614302404,LOW,-0.00412712921412128,LOW,-0.06882922218084431,LOW,-0.07544221085457378,LOW,-0.1375847394424705,LOW,-0.21492510452682873,LOW,-0.0564326935111338,LOW,-0.11838937011024586,LOW,0.2608753803131953,LOW,0.24049799907999764,LOW,0.24978868999886614,LOW
